Group,WGET
Group 1,00.29
Group 1,00.28
Group 1,00.26
Group 1,00.29
Group 1,00.31
Group 1,00.28
Group 1,00.29
Group 1,00.31
Group 1,00.27
Group 1,00.29
Group 1,00.26
Group 1,00.30
Group 1,00.31
Group 1,00.33
Group 1,00.27
Group 1,00.27
Group 1,00.29
Group 1,00.28
Group 1,00.29
Group 1,00.29
Group 1,00.36
Group 1,00.29
Group 1,00.29
Group 1,00.30
Group 1,00.27
Group 1,00.31
Group 1,00.29
Group 1,00.28
Group 1,00.30
Group 1,00.27
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.04
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.03
Group 2,05.02
Group 2,05.02
Group 2,05.03
Group 2,05.04
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.02
Group 2,05.05
Group 2,05.02
Group 2,05.02
