Group,WGET
Group 1,00.31
Group 1,00.33
Group 1,00.34
Group 1,00.33
Group 1,00.34
Group 1,00.31
Group 1,00.31
Group 1,00.33
Group 1,00.36
Group 1,00.33
Group 1,00.34
Group 1,00.32
Group 1,00.31
Group 1,00.34
Group 1,00.31
Group 1,00.33
Group 1,00.36
Group 1,00.35
Group 1,00.31
Group 1,00.33
Group 1,00.32
Group 1,00.34
Group 1,00.32
Group 1,00.33
Group 1,00.31
Group 1,00.31
Group 1,00.34
Group 1,00.33
Group 1,00.33
Group 1,00.32
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.07
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.07
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.07
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.07
Group 2,05.05
Group 2,05.06
Group 2,05.07
Group 2,05.08
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.06
Group 2,05.05
Group 2,05.06
Group 2,05.06
Group 2,05.05
