Data; Group; Nome_POD; WGET
sex 24 fev 2023 19:09:33 -03; Group 1; db-684b9b49fd-s8h8b; 00.309
sex 24 fev 2023 19:09:34 -03; Group 1; db-684b9b49fd-s8h8b; 00.279
sex 24 fev 2023 19:09:34 -03; Group 1; db-684b9b49fd-s8h8b; 00.308
sex 24 fev 2023 19:09:35 -03; Group 1; db-684b9b49fd-s8h8b; 00.312
sex 24 fev 2023 19:09:36 -03; Group 1; db-684b9b49fd-s8h8b; 00.313
sex 24 fev 2023 19:09:37 -03; Group 1; db-684b9b49fd-s8h8b; 00.310
sex 24 fev 2023 19:09:37 -03; Group 1; db-684b9b49fd-s8h8b; 00.332
sex 24 fev 2023 19:09:38 -03; Group 1; db-684b9b49fd-s8h8b; 00.311
sex 24 fev 2023 19:09:39 -03; Group 1; db-684b9b49fd-s8h8b; 00.334
sex 24 fev 2023 19:09:39 -03; Group 1; db-684b9b49fd-s8h8b; 00.315
sex 24 fev 2023 19:09:40 -03; Group 1; db-684b9b49fd-s8h8b; 00.315
sex 24 fev 2023 19:09:41 -03; Group 1; db-684b9b49fd-s8h8b; 00.293
sex 24 fev 2023 19:09:42 -03; Group 1; db-684b9b49fd-s8h8b; 00.323
sex 24 fev 2023 19:09:42 -03; Group 1; db-684b9b49fd-s8h8b; 00.324
sex 24 fev 2023 19:09:43 -03; Group 1; db-684b9b49fd-s8h8b; 00.308
sex 24 fev 2023 19:09:44 -03; Group 1; db-684b9b49fd-s8h8b; 00.281
sex 24 fev 2023 19:09:44 -03; Group 1; db-684b9b49fd-s8h8b; 00.279
sex 24 fev 2023 19:09:45 -03; Group 1; db-684b9b49fd-s8h8b; 00.309
sex 24 fev 2023 19:09:46 -03; Group 1; db-684b9b49fd-s8h8b; 00.338
sex 24 fev 2023 19:09:46 -03; Group 1; db-684b9b49fd-s8h8b; 00.316
sex 24 fev 2023 19:09:47 -03; Group 1; db-684b9b49fd-s8h8b; 00.301
sex 24 fev 2023 19:09:48 -03; Group 1; db-684b9b49fd-s8h8b; 00.300
sex 24 fev 2023 19:09:49 -03; Group 1; db-684b9b49fd-s8h8b; 00.317
sex 24 fev 2023 19:09:49 -03; Group 1; db-684b9b49fd-s8h8b; 00.298
sex 24 fev 2023 19:09:50 -03; Group 1; db-684b9b49fd-s8h8b; 00.307
sex 24 fev 2023 19:09:51 -03; Group 1; db-684b9b49fd-s8h8b; 00.297
sex 24 fev 2023 19:09:51 -03; Group 1; db-684b9b49fd-s8h8b; 00.309
sex 24 fev 2023 19:09:52 -03; Group 1; db-684b9b49fd-s8h8b; 00.317
sex 24 fev 2023 19:09:53 -03; Group 1; db-684b9b49fd-s8h8b; 00.293
sex 24 fev 2023 19:09:53 -03; Group 1; db-684b9b49fd-s8h8b; 00.301
sex 24 fev 2023 19:09:54 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:09:55 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:09:56 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:09:56 -03; Group 1; redis-67db9bd79b-vfkg5; 00.37
sex 24 fev 2023 19:09:57 -03; Group 1; redis-67db9bd79b-vfkg5; 00.39
sex 24 fev 2023 19:09:58 -03; Group 1; redis-67db9bd79b-vfkg5; 00.36
sex 24 fev 2023 19:09:59 -03; Group 1; redis-67db9bd79b-vfkg5; 00.37
sex 24 fev 2023 19:09:59 -03; Group 1; redis-67db9bd79b-vfkg5; 00.32
sex 24 fev 2023 19:10:00 -03; Group 1; redis-67db9bd79b-vfkg5; 00.33
sex 24 fev 2023 19:10:01 -03; Group 1; redis-67db9bd79b-vfkg5; 00.35
sex 24 fev 2023 19:10:02 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:10:02 -03; Group 1; redis-67db9bd79b-vfkg5; 00.33
sex 24 fev 2023 19:10:03 -03; Group 1; redis-67db9bd79b-vfkg5; 00.35
sex 24 fev 2023 19:10:04 -03; Group 1; redis-67db9bd79b-vfkg5; 00.39
sex 24 fev 2023 19:10:05 -03; Group 1; redis-67db9bd79b-vfkg5; 00.35
sex 24 fev 2023 19:10:05 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:10:06 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:10:07 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:10:08 -03; Group 1; redis-67db9bd79b-vfkg5; 00.32
sex 24 fev 2023 19:10:09 -03; Group 1; redis-67db9bd79b-vfkg5; 00.36
sex 24 fev 2023 19:10:09 -03; Group 1; redis-67db9bd79b-vfkg5; 00.33
sex 24 fev 2023 19:10:10 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:10:11 -03; Group 1; redis-67db9bd79b-vfkg5; 00.33
sex 24 fev 2023 19:10:11 -03; Group 1; redis-67db9bd79b-vfkg5; 00.33
sex 24 fev 2023 19:10:12 -03; Group 1; redis-67db9bd79b-vfkg5; 00.34
sex 24 fev 2023 19:10:13 -03; Group 1; redis-67db9bd79b-vfkg5; 00.35
sex 24 fev 2023 19:10:14 -03; Group 1; redis-67db9bd79b-vfkg5; 00.37
