Group,WGET
Group 1,1.01678116876
Group 1,.01678116876
Group 1,1.01678116877
Group 1,.01678116877
Group 1,1.01678116878
Group 1,.01678116878
Group 1,1.01678116879
Group 1,.01678116879
Group 1,1.01678116880
Group 1,.01678116880
Group 1,1.01678116881
Group 1,1.01678116882
Group 1,.01678116882
Group 1,1.01678116883
Group 1,.01678116883
Group 1,1.01678116884
Group 1,.01678116884
Group 1,1.01678116885
Group 1,.01678116885
Group 1,1.01678116886
Group 1,.01678116886
Group 1,1.01678116887
Group 1,.01678116887
Group 1,1.01678116888
Group 1,.01678116888
Group 1,1.01678116889
Group 1,.01678116889
Group 1,.01678116890
Group 1,1.01678116891
Group 1,.01678116891
Group 2,20.01678119658
Group 2,61.01678119679
Group 2,20.01678119699
Group 2,20.01678119719
Group 2,60.01678119739
Group 2,21.01678119760
Group 2,60.01678119780
Group 2,20.01678119800
Group 2,20.01678119820
Group 2,61.01678119841
Group 2,20.01678119861
Group 2,20.01678119881
Group 2,60.01678119901
Group 2,21.01678119922
Group 2,20.01678119942
Group 2,60.01678119962
Group 2,20.01678119982
Group 2,21.01678120003
Group 2,60.01678120023
Group 2,20.01678120043
Group 2,20.01678120063
Group 2,61.01678120084
Group 2,20.01678120104
Group 2,20.01678120124
Group 2,61.01678120145
Group 2,20.01678120165
Group 2,20.01678120185
Group 2,60.01678120205
Group 2,20.01678120225
Group 2,20.01678120246
