Data; Group; Nome_POD; APT
seg 27 fev 2023 11:02:31 -03; Group 1; db-684b9b49fd-bnrfq; 02.141
seg 27 fev 2023 11:02:33 -03; Group 1; db-684b9b49fd-bnrfq; 01.734
seg 27 fev 2023 11:02:35 -03; Group 1; db-684b9b49fd-bnrfq; 01.723
seg 27 fev 2023 11:02:37 -03; Group 1; db-684b9b49fd-bnrfq; 01.591
seg 27 fev 2023 11:02:39 -03; Group 1; db-684b9b49fd-bnrfq; 01.573
seg 27 fev 2023 11:02:41 -03; Group 1; db-684b9b49fd-bnrfq; 01.603
seg 27 fev 2023 11:02:43 -03; Group 1; db-684b9b49fd-bnrfq; 01.603
seg 27 fev 2023 11:02:45 -03; Group 1; db-684b9b49fd-bnrfq; 01.547
seg 27 fev 2023 11:02:47 -03; Group 1; db-684b9b49fd-bnrfq; 01.619
seg 27 fev 2023 11:02:49 -03; Group 1; db-684b9b49fd-bnrfq; 01.532
seg 27 fev 2023 11:02:51 -03; Group 1; db-684b9b49fd-bnrfq; 01.813
seg 27 fev 2023 11:02:53 -03; Group 1; db-684b9b49fd-bnrfq; 01.582
seg 27 fev 2023 11:02:55 -03; Group 1; db-684b9b49fd-bnrfq; 01.705
seg 27 fev 2023 11:02:57 -03; Group 1; db-684b9b49fd-bnrfq; 01.480
seg 27 fev 2023 11:02:59 -03; Group 1; db-684b9b49fd-bnrfq; 01.660
seg 27 fev 2023 11:03:01 -03; Group 1; db-684b9b49fd-bnrfq; 01.643
seg 27 fev 2023 11:03:03 -03; Group 1; db-684b9b49fd-bnrfq; 01.566
seg 27 fev 2023 11:03:05 -03; Group 1; db-684b9b49fd-bnrfq; 01.676
seg 27 fev 2023 11:03:07 -03; Group 1; db-684b9b49fd-bnrfq; 01.524
seg 27 fev 2023 11:03:09 -03; Group 1; db-684b9b49fd-bnrfq; 01.692
seg 27 fev 2023 11:03:11 -03; Group 1; db-684b9b49fd-bnrfq; 01.631
seg 27 fev 2023 11:03:13 -03; Group 1; db-684b9b49fd-bnrfq; 01.640
seg 27 fev 2023 11:03:15 -03; Group 1; db-684b9b49fd-bnrfq; 01.403
seg 27 fev 2023 11:03:17 -03; Group 1; db-684b9b49fd-bnrfq; 01.591
seg 27 fev 2023 11:03:19 -03; Group 1; db-684b9b49fd-bnrfq; 01.681
seg 27 fev 2023 11:03:21 -03; Group 1; db-684b9b49fd-bnrfq; 01.577
seg 27 fev 2023 11:03:23 -03; Group 1; db-684b9b49fd-bnrfq; 01.539
seg 27 fev 2023 11:03:25 -03; Group 1; db-684b9b49fd-bnrfq; 01.552
seg 27 fev 2023 11:03:27 -03; Group 1; db-684b9b49fd-bnrfq; 01.626
seg 27 fev 2023 11:03:29 -03; Group 1; db-684b9b49fd-bnrfq; 01.555
seg 27 fev 2023 11:03:31 -03; Group 1; redis-67db9bd79b-6v9ng; 1.19
seg 27 fev 2023 11:03:32 -03; Group 1; redis-67db9bd79b-6v9ng; 0.80
seg 27 fev 2023 11:03:33 -03; Group 1; redis-67db9bd79b-6v9ng; 0.77
seg 27 fev 2023 11:03:34 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:35 -03; Group 1; redis-67db9bd79b-6v9ng; 0.71
seg 27 fev 2023 11:03:36 -03; Group 1; redis-67db9bd79b-6v9ng; 0.70
seg 27 fev 2023 11:03:38 -03; Group 1; redis-67db9bd79b-6v9ng; 0.73
seg 27 fev 2023 11:03:39 -03; Group 1; redis-67db9bd79b-6v9ng; 0.77
seg 27 fev 2023 11:03:40 -03; Group 1; redis-67db9bd79b-6v9ng; 1.01
seg 27 fev 2023 11:03:42 -03; Group 1; redis-67db9bd79b-6v9ng; 1.09
seg 27 fev 2023 11:03:43 -03; Group 1; redis-67db9bd79b-6v9ng; 0.76
seg 27 fev 2023 11:03:44 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:45 -03; Group 1; redis-67db9bd79b-6v9ng; 0.76
seg 27 fev 2023 11:03:46 -03; Group 1; redis-67db9bd79b-6v9ng; 0.75
seg 27 fev 2023 11:03:47 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
seg 27 fev 2023 11:03:49 -03; Group 1; redis-67db9bd79b-6v9ng; 0.75
seg 27 fev 2023 11:03:50 -03; Group 1; redis-67db9bd79b-6v9ng; 0.71
seg 27 fev 2023 11:03:51 -03; Group 1; redis-67db9bd79b-6v9ng; 0.76
seg 27 fev 2023 11:03:52 -03; Group 1; redis-67db9bd79b-6v9ng; 1.14
seg 27 fev 2023 11:03:54 -03; Group 1; redis-67db9bd79b-6v9ng; 0.71
seg 27 fev 2023 11:03:55 -03; Group 1; redis-67db9bd79b-6v9ng; 0.75
seg 27 fev 2023 11:03:56 -03; Group 1; redis-67db9bd79b-6v9ng; 0.74
