Group,APT
Group 1,1.83
Group 1,0.77
Group 1,0.76
Group 1,0.74
Group 1,0.70
Group 1,0.73
Group 1,0.68
Group 1,1.00
Group 1,0.72
Group 1,1.09
Group 1,0.76
Group 1,0.71
Group 1,0.69
Group 1,0.75
Group 1,0.73
Group 1,0.80
Group 1,0.70
Group 1,0.68
Group 1,1.06
Group 1,0.72
Group 1,0.74
Group 1,0.71
Group 1,0.71
Group 1,0.74
Group 1,0.76
Group 1,0.69
Group 1,0.69
Group 1,1.07
Group 1,0.73
Group 1,0.68
