Group,WGET
Group 1,.01677589953
Group 1,1.01677589954
Group 1,.01677589954
Group 1,1.01677589955
Group 1,.01677589955
Group 1,1.01677589956
Group 1,.01677589956
Group 1,1.01677589957
Group 1,.01677589957
Group 1,1.01677589958
Group 1,.01677589958
Group 1,1.01677589959
Group 1,.01677589959
Group 1,1.01677589960
Group 1,.01677589960
Group 1,1.01677589961
Group 1,.01677589961
Group 1,1.01677589962
Group 1,1.01677589963
Group 1,.01677589963
Group 1,1.01677589964
Group 1,.01677589964
Group 1,1.01677589965
Group 1,.01677589965
Group 1,1.01677589966
Group 1,.01677589966
Group 1,1.01677589967
Group 1,.01677589967
Group 1,1.01677589968
Group 1,.01677589968
Group 2,60.01677597550
Group 2,20.01677597570
Group 2,20.01677597590
Group 2,61.01677597611
Group 2,20.01677597631
Group 2,20.01677597651
Group 2,60.01677597671
Group 2,21.01677597692
Group 2,20.01677597712
Group 2,60.01677597732
Group 2,21.01677597753
Group 2,20.01677597773
Group 2,60.01677597793
Group 2,20.01677597813
Group 2,21.01677597834
Group 2,60.01677597854
Group 2,20.01677597874
Group 2,20.01677597894
Group 2,61.01677597915
Group 2,20.01677597935
Group 2,20.01677597955
Group 2,61.01677597976
Group 2,20.01677597996
Group 2,20.01677598016
Group 2,61.01677598037
Group 2,20.01677598057
Group 2,20.01677598077
Group 2,60.01677598097
Group 2,21.01677598118
Group 2,20.01677598138
