Group,CURL
Group 1,1.01677589847
Group 1,1.01677589848
Group 1,.01677589848
Group 1,1.01677589849
Group 1,.01677589849
Group 1,1.01677589850
Group 1,.01677589850
Group 1,1.01677589851
Group 1,.01677589851
Group 1,.01677589852
Group 1,1.01677589853
Group 1,.01677589853
Group 1,1.01677589854
Group 1,.01677589854
Group 1,1.01677589855
Group 1,.01677589855
Group 1,1.01677589856
Group 1,1.01677589857
Group 1,.01677589857
Group 1,1.01677589858
Group 1,.01677589858
Group 1,1.01677589859
Group 1,.01677589859
Group 1,41.01677589860
Group 1,.01677589860
Group 1,1.01677589861
Group 1,.01677589861
Group 1,1.01677589862
Group 1,1.01677589863
Group 1,.01677589863
Group 2,5.01677593648
Group 2,5.01677593653
Group 2,6.01677593659
Group 2,5.01677593664
Group 2,5.01677593669
Group 2,5.01677593674
Group 2,6.01677593680
Group 2,5.01677593685
Group 2,5.01677593690
Group 2,5.01677593695
Group 2,46.01677593701
Group 2,5.01677593706
Group 2,5.01677593711
Group 2,5.01677593716
Group 2,6.01677593722
Group 2,5.01677593727
Group 2,5.01677593732
Group 2,5.01677593737
Group 2,5.01677593742
Group 2,6.01677593748
Group 2,5.01677593753
Group 2,5.01677593758
Group 2,45.01677593763
Group 2,6.01677593769
Group 2,5.01677593774
Group 2,5.01677593779
Group 2,5.01677593784
Group 2,6.01677593790
Group 2,5.01677593795
Group 2,5.01677593800
