Group,CURL
Group 1,1.01676639300
Group 1,.01676639300
Group 1,1.01676639301
Group 1,.01676639301
Group 1,1.01676639302
Group 1,.01676639302
Group 1,1.01676639303
Group 1,1.01676639304
Group 1,.01676639304
Group 1,1.01676639305
Group 1,.01676639305
Group 1,1.01676639306
Group 1,.01676639306
Group 1,1.01676639307
Group 1,.01676639307
Group 1,1.01676639308
Group 1,.01676639308
Group 1,1.01676639309
Group 1,.01676639309
Group 1,1.01676639310
Group 1,.01676639310
Group 1,1.01676639311
Group 1,.01676639311
Group 1,1.01676639312
Group 1,.01676639312
Group 1,1.01676639313
Group 1,1.01676639314
Group 1,.01676639314
Group 1,1.01676639315
Group 1,.01676639315
Group 2,61.01676644279
Group 2,21.01676644300
Group 2,61.01676644321
Group 2,21.01676644342
Group 2,21.01676644363
Group 2,61.01676644384
Group 2,21.01676644405
Group 2,20.01676644425
Group 2,61.01676644446
Group 2,21.01676644467
Group 2,21.01676644488
Group 2,61.01676644509
Group 2,21.01676644530
Group 2,21.01676644551
Group 2,60.01676644571
Group 2,21.01676644592
Group 2,21.01676644613
Group 2,61.01676644634
Group 2,21.01676644655
Group 2,21.01676644676
Group 2,60.01676644696
Group 2,21.01676644717
Group 2,21.01676644738
Group 2,61.01676644759
Group 2,21.01676644780
Group 2,61.01676644801
Group 2,20.01676644821
Group 2,21.01676644842
Group 2,61.01676644863
Group 2,21.01676644884
