Data; Group; Nome_POD; IPERF
sáb 04 mar 2023 14:16:51 -03; Group 2; db-684b9b49fd-sc2c4; 031.88
sáb 04 mar 2023 14:17:24 -03; Group 2; db-684b9b49fd-sc2c4; 031.88
sáb 04 mar 2023 14:17:56 -03; Group 2; db-684b9b49fd-sc2c4; 031.79
sáb 04 mar 2023 14:18:28 -03; Group 2; db-684b9b49fd-sc2c4; 031.88
sáb 04 mar 2023 14:19:00 -03; Group 2; db-684b9b49fd-sc2c4; 031.88
sáb 04 mar 2023 14:19:33 -03; Group 2; db-684b9b49fd-sc2c4; 031.83
sáb 04 mar 2023 14:20:05 -03; Group 2; db-684b9b49fd-sc2c4; 031.87
sáb 04 mar 2023 14:20:37 -03; Group 2; db-684b9b49fd-sc2c4; 031.85
sáb 04 mar 2023 14:21:09 -03; Group 2; db-684b9b49fd-sc2c4; 031.87
sáb 04 mar 2023 14:21:42 -03; Group 2; db-684b9b49fd-sc2c4; 031.88
sáb 04 mar 2023 14:22:14 -03; Group 2; db-684b9b49fd-sc2c4; 031.86
sáb 04 mar 2023 14:22:46 -03; Group 2; db-684b9b49fd-sc2c4; 031.84
sáb 04 mar 2023 14:23:18 -03; Group 2; db-684b9b49fd-sc2c4; 031.86
sáb 04 mar 2023 14:23:51 -03; Group 2; db-684b9b49fd-sc2c4; 031.90
sáb 04 mar 2023 14:24:23 -03; Group 2; db-684b9b49fd-sc2c4; 031.82
sáb 04 mar 2023 14:24:55 -03; Group 2; db-684b9b49fd-sc2c4; 031.88
sáb 04 mar 2023 14:25:27 -03; Group 2; db-684b9b49fd-sc2c4; 031.87
sáb 04 mar 2023 14:26:00 -03; Group 2; db-684b9b49fd-sc2c4; 031.86
sáb 04 mar 2023 14:26:32 -03; Group 2; db-684b9b49fd-sc2c4; 031.85
sáb 04 mar 2023 14:27:04 -03; Group 2; db-684b9b49fd-sc2c4; 031.81
sáb 04 mar 2023 14:27:36 -03; Group 2; db-684b9b49fd-sc2c4; 031.87
sáb 04 mar 2023 14:28:09 -03; Group 2; db-684b9b49fd-sc2c4; 031.75
sáb 04 mar 2023 14:28:41 -03; Group 2; db-684b9b49fd-sc2c4; 031.86
sáb 04 mar 2023 14:29:13 -03; Group 2; db-684b9b49fd-sc2c4; 031.85
sáb 04 mar 2023 14:29:45 -03; Group 2; db-684b9b49fd-sc2c4; 031.88
sáb 04 mar 2023 14:30:18 -03; Group 2; db-684b9b49fd-sc2c4; 031.84
sáb 04 mar 2023 14:30:50 -03; Group 2; db-684b9b49fd-sc2c4; 031.86
sáb 04 mar 2023 14:31:22 -03; Group 2; db-684b9b49fd-sc2c4; 031.81
sáb 04 mar 2023 14:31:54 -03; Group 2; db-684b9b49fd-sc2c4; 031.89
sáb 04 mar 2023 14:32:27 -03; Group 2; db-684b9b49fd-sc2c4; 031.83
sáb 04 mar 2023 14:32:59 -03; Group 2; redis-67db9bd79b-rftbr; 31.85
sáb 04 mar 2023 14:33:31 -03; Group 2; redis-67db9bd79b-rftbr; 31.86
sáb 04 mar 2023 14:34:03 -03; Group 2; redis-67db9bd79b-rftbr; 31.85
sáb 04 mar 2023 14:34:36 -03; Group 2; redis-67db9bd79b-rftbr; 31.88
sáb 04 mar 2023 14:35:08 -03; Group 2; redis-67db9bd79b-rftbr; 31.83
sáb 04 mar 2023 14:35:40 -03; Group 2; redis-67db9bd79b-rftbr; 31.87
sáb 04 mar 2023 14:36:13 -03; Group 2; redis-67db9bd79b-rftbr; 31.80
sáb 04 mar 2023 14:36:45 -03; Group 2; redis-67db9bd79b-rftbr; 31.86
sáb 04 mar 2023 14:37:17 -03; Group 2; redis-67db9bd79b-rftbr; 31.87
sáb 04 mar 2023 14:37:49 -03; Group 2; redis-67db9bd79b-rftbr; 31.87
sáb 04 mar 2023 14:38:22 -03; Group 2; redis-67db9bd79b-rftbr; 31.72
sáb 04 mar 2023 14:38:54 -03; Group 2; redis-67db9bd79b-rftbr; 31.86
sáb 04 mar 2023 14:39:26 -03; Group 2; redis-67db9bd79b-rftbr; 31.88
sáb 04 mar 2023 14:39:58 -03; Group 2; redis-67db9bd79b-rftbr; 31.86
sáb 04 mar 2023 14:40:31 -03; Group 2; redis-67db9bd79b-rftbr; 31.85
