Group,WGET
Group 1,00.299
Group 1,00.279
Group 1,00.285
Group 1,00.274
Group 1,00.294
Group 1,00.259
Group 1,00.297
Group 1,00.274
Group 1,00.275
Group 1,00.309
Group 1,00.288
Group 1,00.278
Group 1,00.287
Group 1,00.286
Group 1,00.271
Group 1,00.280
Group 1,00.298
Group 1,00.290
Group 1,00.302
Group 1,00.316
Group 1,00.290
Group 1,00.311
Group 1,00.262
Group 1,00.271
Group 1,00.281
Group 1,00.287
Group 1,00.272
Group 1,00.286
Group 1,00.279
Group 1,00.288
